"I-words (I, me, my)",Positive Tone,Negative Tone,Social Words,Cognitive Processes,Allure,Moralization,Analytic,Authentic
6.983999999999999,3.036,2.9479999999999995,14.065999999999999,9.128,10.056000000000001,0.454,18.552,49.646
5.562,1.634,0.9540000000000001,4.732,6.388,6.746,0.05600000000000001,11.936000000000002,49.952
7.578,4.394,1.06,9.203999999999999,6.7780000000000005,8.648,0.096,25.16,75.076
3.034,3.144,0.41400000000000003,7.593999999999999,3.508,6.366,0.184,32.769999999999996,36.41
4.044,1.428,1.01,7.828,8.169999999999998,6.641999999999999,0.08199999999999999,18.226,50.45399999999999
11.935999999999998,2.756,1.9900000000000002,9.586000000000002,5.234,8.684000000000001,0.924,12.226,73.18800000000002
8.622,1.418,1.6800000000000002,10.372,6.6739999999999995,8.56,0.466,19.93,51.458000000000006
7.608,3.4539999999999997,1.196,7.8420000000000005,8.672,12.796000000000001,0.072,26.926,59.146
8.35,1.828,0.778,8.602,7.736,7.368,0.282,30.322000000000003,46.81999999999999
5.728,1.27,1.518,5.3020000000000005,5.048,6.786,0.38,12.45,50.718
4.92,0.7539999999999999,0.44000000000000006,3.428,4.182,5.706,0.0,9.368,31.145999999999997
8.972,2.4539999999999997,1.558,9.642,10.553999999999998,9.342,0.152,25.196,76.03
2.7479999999999998,1.496,0.128,3.28,2.516,4.476000000000001,0.0,18.97,25.074
9.248,1.494,0.536,11.158000000000001,7.984,7.524000000000001,0.286,8.706,67.566
4.098,1.198,0.59,5.976000000000001,4.634,6.239999999999999,0.0,24.541999999999994,41.54600000000001
2.382,0.314,0.9400000000000001,0.8779999999999999,3.134,2.132,0.126,6.316,18.314
8.946000000000002,2.0740000000000003,4.645999999999999,8.258000000000001,7.44,8.629999999999999,2.306,39.75,79.55199999999999
11.668000000000001,2.8199999999999994,1.652,11.0,8.866,12.382000000000001,0.45600000000000007,22.732,88.62
7.724000000000001,2.96,1.2579999999999998,8.008000000000001,7.304,6.480000000000001,0.1,1.004,54.936
10.969999999999999,3.492,3.5780000000000003,15.258000000000001,14.309999999999999,8.786,0.27599999999999997,10.474,44.488
6.95,1.714,2.748,6.725999999999999,6.772,7.925999999999999,0.13,33.544000000000004,64.872
7.5139999999999985,2.152,1.1560000000000001,8.479999999999999,6.662000000000001,6.514,0.22400000000000003,22.224,74.684
6.04,2.896,0.5720000000000001,9.66,7.026000000000001,7.718000000000001,0.0,46.68,52.894000000000005
7.712000000000001,5.0840000000000005,2.6580000000000004,8.876,5.25,8.469999999999999,0.5740000000000001,40.2,67.728
9.413999999999998,2.222,0.616,8.01,5.388,9.254000000000001,0.08600000000000001,18.062,64.898
11.354000000000001,1.8719999999999999,1.0319999999999998,12.254,7.214,9.56,0.37,26.286,76.37
10.742,3.1639999999999997,3.7079999999999997,12.99,10.84,11.376000000000001,0.04,6.892,79.712
